Node;X (ft);Y (ft);Z (ft);Support
 1710;0.0;28.00;2.00;
 1711;0.0;28.00;3.00;
 1712;0.0;28.00;4.00;
 1713;0.0;28.00;5.00;
 1714;0.0;28.00;6.00;
 1715;0.0;28.00;7.00;
 1716;0.0;28.00;8.00;
 1717;0.0;28.00;9.00;
 1718;0.0;28.00;10.00;
 1719;0.0;28.00;11.00;
 1720;0.0;29.00;1.00;
 1721;0.0;29.00;2.00;
 1722;0.0;29.00;3.00;
 1723;0.0;29.00;4.00;
 1724;0.0;29.00;5.00;
 1725;0.0;29.00;6.00;
 1726;0.0;29.00;7.00;
 1727;0.0;29.00;8.00;
 1728;0.0;29.00;9.00;
 1729;0.0;29.00;10.00;
 1730;0.0;29.00;11.00;
 1731;0.0;30.00;1.00;
 1732;0.0;30.00;2.00;
 1733;0.0;30.00;3.00;
 1734;0.0;30.00;4.00;
 1735;0.0;30.00;5.00;
 1736;0.0;30.00;6.00;
 1737;0.0;30.00;7.00;
 1738;0.0;30.00;8.00;
 1739;0.0;30.00;9.00;
 1740;0.0;30.00;10.00;
 1741;0.0;30.00;11.00;
 1742;0.0;31.00;1.00;
 1743;0.0;31.00;2.00;
 1744;0.0;31.00;3.00;
 1745;0.0;31.00;4.00;
 1746;0.0;31.00;5.00;
 1747;0.0;31.00;6.00;
 1748;0.0;31.00;7.00;
 1749;0.0;31.00;8.00;
 1750;0.0;31.00;9.00;
 1751;0.0;31.00;10.00;
 1752;0.0;31.00;11.00;
 1754;72.00;32.00;0.0;
 1767;72.00;1.00;0.0;
 1768;72.00;2.00;0.0;
 1769;72.00;3.00;0.0;
 1770;72.00;4.00;0.0;
 1771;72.00;5.00;0.0;
 1772;72.00;6.00;0.0;
 1773;72.00;7.00;0.0;
 1774;72.00;8.00;0.0;
 1775;72.00;9.00;0.0;
 1776;72.00;10.00;0.0;
 1777;72.00;11.00;0.0;
 1778;72.00;12.00;0.0;
 1779;72.00;13.00;0.0;
 1780;72.00;14.00;0.0;
 1781;72.00;15.00;0.0;
 1782;72.00;16.00;0.0;
 1783;72.00;17.00;0.0;
 1784;72.00;18.00;0.0;
 1785;72.00;19.00;0.0;
 1786;72.00;20.00;0.0;
 1787;72.00;21.00;0.0;
 1788;72.00;22.00;0.0;
 1789;72.00;23.00;0.0;
 1790;72.00;24.00;0.0;
 1791;72.00;25.00;0.0;
 1792;72.00;26.00;0.0;
 1793;72.00;27.00;0.0;
 1794;72.00;28.00;0.0;
 1795;72.00;29.00;0.0;
 1796;72.00;30.00;0.0;
 1797;72.00;31.00;0.0;
 1798;72.00;32.00;1.00;
 1799;72.00;32.00;2.00;
 1800;72.00;32.00;3.00;
 1801;72.00;32.00;4.00;
 1802;72.00;32.00;5.00;
 1803;72.00;32.00;6.00;
 1804;72.00;32.00;7.00;
 1805;72.00;32.00;8.00;
 1806;72.00;32.00;9.00;
 1807;72.00;32.00;10.00;
 1808;72.00;32.00;11.00;
 1809;72.00;21.00;12.00;
 1810;72.00;20.00;12.00;
 1811;72.00;19.00;12.00;
 1812;72.00;18.00;12.00;
 1813;72.00;17.00;12.00;
 1814;72.00;16.00;12.00;
 1815;72.00;15.00;12.00;
 1816;72.00;14.00;12.00;
 1817;72.00;13.00;12.00;
 1818;72.00;12.00;12.00;
 1819;72.00;11.00;12.00;
 1820;72.00;10.00;12.00;
 1821;72.00;9.00;12.00;
 1822;72.00;8.00;12.00;
 1823;72.00;7.00;12.00;
 1824;72.00;6.00;12.00;
 1825;72.00;5.00;12.00;
 1826;72.00;4.00;12.00;
 1827;72.00;3.00;12.00;
 1828;72.00;2.00;12.00;
 1829;72.00;1.00;12.00;
 1830;72.00;0.0;11.00;
 1831;72.00;0.0;10.00;
 1832;72.00;0.0;9.00;
 1833;72.00;0.0;8.00;
 1834;72.00;0.0;7.00;
 1835;72.00;0.0;6.00;
 1836;72.00;0.0;5.00;
 1837;72.00;0.0;4.00;
 1838;72.00;0.0;3.00;
 1839;72.00;0.0;2.00;
 1840;72.00;0.0;1.00;
 1841;72.00;1.00;1.00;
 1842;72.00;1.00;2.00;
 1843;72.00;1.00;3.00;
 1844;72.00;1.00;4.00;
 1845;72.00;1.00;5.00;
 1846;72.00;1.00;6.00;
 1847;72.00;1.00;7.00;
 1848;72.00;1.00;8.00;
 1849;72.00;1.00;9.00;
 1850;72.00;1.00;10.00;
 1851;72.00;1.00;11.00;
 1852;72.00;2.00;1.00;
 1853;72.00;2.00;2.00;
 1854;72.00;2.00;3.00;
 1855;72.00;2.00;4.00;
 1856;72.00;2.00;5.00;
 1857;72.00;2.00;6.00;
 1858;72.00;2.00;7.00;
 1859;72.00;2.00;8.00;
 1860;72.00;2.00;9.00;
 1861;72.00;2.00;10.00;
 1862;72.00;2.00;11.00;
 1863;72.00;3.00;1.00;
 1864;72.00;3.00;2.00;
 1865;72.00;3.00;3.00;
 1866;72.00;3.00;4.00;
 1867;72.00;3.00;5.00;
 1868;72.00;3.00;6.00;
 1869;72.00;3.00;7.00;
 1870;72.00;3.00;8.00;
 1871;72.00;3.00;9.00;
 1872;72.00;3.00;10.00;
 1873;72.00;3.00;11.00;
 1874;72.00;4.00;1.00;
 1875;72.00;4.00;2.00;
 1876;72.00;4.00;3.00;
 1877;72.00;4.00;4.00;
 1878;72.00;4.00;5.00;
 1879;72.00;4.00;6.00;
 1880;72.00;4.00;7.00;
 1881;72.00;4.00;8.00;
 1882;72.00;4.00;9.00;
 1883;72.00;4.00;10.00;
 1884;72.00;4.00;11.00;
 1885;72.00;5.00;1.00;
 1886;72.00;5.00;2.00;
 1887;72.00;5.00;3.00;
 1888;72.00;5.00;4.00;
 1889;72.00;5.00;5.00;
 1890;72.00;5.00;6.00;
 1891;72.00;5.00;7.00;
 1892;72.00;5.00;8.00;
 1893;72.00;5.00;9.00;
 1894;72.00;5.00;10.00;
 1895;72.00;5.00;11.00;
 1896;72.00;6.00;1.00;
 1897;72.00;6.00;2.00;
 1898;72.00;6.00;3.00;
 1899;72.00;6.00;4.00;
 1900;72.00;6.00;5.00;
 1901;72.00;6.00;6.00;
 1902;72.00;6.00;7.00;
 1903;72.00;6.00;8.00;
 1904;72.00;6.00;9.00;
 1905;72.00;6.00;10.00;
 1906;72.00;6.00;11.00;
 1907;72.00;7.00;1.00;
 1908;72.00;7.00;2.00;
 1909;72.00;7.00;3.00;
 1910;72.00;7.00;4.00;
 1911;72.00;7.00;5.00;
 1912;72.00;7.00;6.00;
 1913;72.00;7.00;7.00;
 1914;72.00;7.00;8.00;
 1915;72.00;7.00;9.00;
 1916;72.00;7.00;10.00;
 1917;72.00;7.00;11.00;
 1918;72.00;8.00;1.00;
 1919;72.00;8.00;2.00;
 1920;72.00;8.00;3.00;
 1921;72.00;8.00;4.00;
 1922;72.00;8.00;5.00;
 1923;72.00;8.00;6.00;
 1924;72.00;8.00;7.00;
 1925;72.00;8.00;8.00;
 1926;72.00;8.00;9.00;
 1927;72.00;8.00;10.00;
 1928;72.00;8.00;11.00;
 1929;72.00;9.00;1.00;
 1930;72.00;9.00;2.00;
 1931;72.00;9.00;3.00;
 1932;72.00;9.00;4.00;
 1933;72.00;9.00;5.00;
 1934;72.00;9.00;6.00;
 1935;72.00;9.00;7.00;
 1936;72.00;9.00;8.00;
 1937;72.00;9.00;9.00;
 1938;72.00;9.00;10.00;
 1939;72.00;9.00;11.00;
 1940;72.00;10.00;1.00;
 1941;72.00;10.00;2.00;
 1942;72.00;10.00;3.00;
 1943;72.00;10.00;4.00;
 1944;72.00;10.00;5.00;
 1945;72.00;10.00;6.00;
 1946;72.00;10.00;7.00;
 1947;72.00;10.00;8.00;
 1948;72.00;10.00;9.00;
 1949;72.00;10.00;10.00;
 1950;72.00;10.00;11.00;
 1951;72.00;11.00;1.00;
 1952;72.00;11.00;2.00;
 1953;72.00;11.00;3.00;
 1954;72.00;11.00;4.00;
 1955;72.00;11.00;5.00;
 1956;72.00;11.00;6.00;
 1957;72.00;11.00;7.00;
 1958;72.00;11.00;8.00;
 1959;72.00;11.00;9.00;
 1960;72.00;11.00;10.00;
 1961;72.00;11.00;11.00;
 1962;72.00;12.00;1.00;
 1963;72.00;12.00;2.00;
 1964;72.00;12.00;3.00;
 1965;72.00;12.00;4.00;
 1966;72.00;12.00;5.00;
 1967;72.00;12.00;6.00;
 1968;72.00;12.00;7.00;
 1969;72.00;12.00;8.00;
 1970;72.00;12.00;9.00;
 1971;72.00;12.00;10.00;
 1972;72.00;12.00;11.00;
 1973;72.00;13.00;1.00;
 1974;72.00;13.00;2.00;
 1975;72.00;13.00;3.00;
 1976;72.00;13.00;4.00;
 1977;72.00;13.00;5.00;
 1978;72.00;13.00;6.00;
 1979;72.00;13.00;7.00;
 1980;72.00;13.00;8.00;
 1981;72.00;13.00;9.00;
 1982;72.00;13.00;10.00;
 1983;72.00;13.00;11.00;
 1984;72.00;14.00;1.00;
 1985;72.00;14.00;2.00;
 1986;72.00;14.00;3.00;
 1987;72.00;14.00;4.00;
 1988;72.00;14.00;5.00;
 1989;72.00;14.00;6.00;
 1990;72.00;14.00;7.00;
 1991;72.00;14.00;8.00;
 1992;72.00;14.00;9.00;
 1993;72.00;14.00;10.00;
 1994;72.00;14.00;11.00;
 1995;72.00;15.00;1.00;
 1996;72.00;15.00;2.00;
 1997;72.00;15.00;3.00;
 1998;72.00;15.00;4.00;
 1999;72.00;15.00;5.00;
 2000;72.00;15.00;6.00;
 2001;72.00;15.00;7.00;
 2002;72.00;15.00;8.00;
 2003;72.00;15.00;9.00;
 2004;72.00;15.00;10.00;
 2005;72.00;15.00;11.00;
 2006;72.00;16.00;1.00;
 2007;72.00;16.00;2.00;
 2008;72.00;16.00;3.00;
 2009;72.00;16.00;4.00;
 2010;72.00;16.00;5.00;
 2011;72.00;16.00;6.00;
 2012;72.00;16.00;7.00;
 2013;72.00;16.00;8.00;
 2014;72.00;16.00;9.00;
 2015;72.00;16.00;10.00;
 2016;72.00;16.00;11.00;
 2017;72.00;17.00;1.00;
 2018;72.00;17.00;2.00;
 2019;72.00;17.00;3.00;
 2020;72.00;17.00;4.00;
 2021;72.00;17.00;5.00;
 2022;72.00;17.00;6.00;
 2023;72.00;17.00;7.00;
 2024;72.00;17.00;8.00;
 2025;72.00;17.00;9.00;
 2026;72.00;17.00;10.00;
 2027;72.00;17.00;11.00;
 2028;72.00;18.00;1.00;
 2029;72.00;18.00;2.00;
 2030;72.00;18.00;3.00;
 2031;72.00;18.00;4.00;
 2032;72.00;18.00;5.00;
 2033;72.00;18.00;6.00;
 2034;72.00;18.00;7.00;
 2035;72.00;18.00;8.00;
 2036;72.00;18.00;9.00;
 2037;72.00;18.00;10.00;
 2038;72.00;18.00;11.00;
 2039;72.00;19.00;1.00;
 2040;72.00;19.00;2.00;
 2041;72.00;19.00;3.00;
 2042;72.00;19.00;4.00;
 2043;72.00;19.00;5.00;
 2044;72.00;19.00;6.00;
 2045;72.00;19.00;7.00;
 2046;72.00;19.00;8.00;
 2047;72.00;19.00;9.00;
 2048;72.00;19.00;10.00;
 2049;72.00;19.00;11.00;
 2050;72.00;20.00;1.00;
 2051;72.00;20.00;2.00;
 2052;72.00;20.00;3.00;
 2053;72.00;20.00;4.00;
 2054;72.00;20.00;5.00;
 2055;72.00;20.00;6.00;
 2056;72.00;20.00;7.00;
 2057;72.00;20.00;8.00;
 2058;72.00;20.00;9.00;
 2059;72.00;20.00;10.00;
 2060;72.00;20.00;11.00;
 2061;72.00;21.00;1.00;
 2062;72.00;21.00;2.00;
 2063;72.00;21.00;3.00;
 2064;72.00;21.00;4.00;
 2065;72.00;21.00;5.00;
 2066;72.00;21.00;6.00;
 2067;72.00;21.00;7.00;
 2068;72.00;21.00;8.00;
 2069;72.00;21.00;9.00;
 2070;72.00;21.00;10.00;
 2071;72.00;21.00;11.00;
 2072;72.00;22.00;1.00;
 2073;72.00;22.00;2.00;
 2074;72.00;22.00;3.00;
 2075;72.00;22.00;4.00;
 2076;72.00;22.00;5.00;
 2077;72.00;22.00;6.00;
 2078;72.00;22.00;7.00;
 2079;72.00;22.00;8.00;
 2080;72.00;22.00;9.00;
 2081;72.00;22.00;10.00;
 2082;72.00;22.00;11.00;
 2083;72.00;23.00;1.00;
 2084;72.00;23.00;2.00;
 2085;72.00;23.00;3.00;
 2086;72.00;23.00;4.00;
 2087;72.00;23.00;5.00;
 2088;72.00;23.00;6.00;
 2089;72.00;23.00;7.00;
 2090;72.00;23.00;8.00;
 2091;72.00;23.00;9.00;
 2092;72.00;23.00;10.00;
 2093;72.00;23.00;11.00;
 2094;72.00;24.00;1.00;
 2095;72.00;24.00;2.00;
 2096;72.00;24.00;3.00;
 2097;72.00;24.00;4.00;
 2098;72.00;24.00;5.00;
 2099;72.00;24.00;6.00;
 2100;72.00;24.00;7.00;
 2101;72.00;24.00;8.00;
 2102;72.00;24.00;9.00;
 2103;72.00;24.00;10.00;
 2104;72.00;24.00;11.00;
 2105;72.00;25.00;1.00;
 2106;72.00;25.00;2.00;
 2107;72.00;25.00;3.00;
 2108;72.00;25.00;4.00;
 2109;72.00;25.00;5.00;
 2110;72.00;25.00;6.00;
 2111;72.00;25.00;7.00;
 2112;72.00;25.00;8.00;
 2113;72.00;25.00;9.00;
 2114;72.00;25.00;10.00;
 2115;72.00;25.00;11.00;
 2116;72.00;26.00;1.00;
 2117;72.00;26.00;2.00;
 2118;72.00;26.00;3.00;
 2119;72.00;26.00;4.00;
 2120;72.00;26.00;5.00;
 2121;72.00;26.00;6.00;
 2122;72.00;26.00;7.00;
 2123;72.00;26.00;8.00;
 2124;72.00;26.00;9.00;
 2125;72.00;26.00;10.00;
 2126;72.00;26.00;11.00;
 2127;72.00;27.00;1.00;
 2128;72.00;27.00;2.00;
 2129;72.00;27.00;3.00;
 2130;72.00;27.00;4.00;
 2131;72.00;27.00;5.00;
 2132;72.00;27.00;6.00;
 2133;72.00;27.00;7.00;
 2134;72.00;27.00;8.00;
 2135;72.00;27.00;9.00;
 2136;72.00;27.00;10.00;
 2137;72.00;27.00;11.00;
 2138;72.00;28.00;1.00;
 2139;72.00;28.00;2.00;
 2140;72.00;28.00;3.00;
 2141;72.00;28.00;4.00;
 2142;72.00;28.00;5.00;
 2143;72.00;28.00;6.00;
 2144;72.00;28.00;7.00;
 2145;72.00;28.00;8.00;
 2146;72.00;28.00;9.00;
 2147;72.00;28.00;10.00;
 2148;72.00;28.00;11.00;
 2149;72.00;29.00;1.00;
 2150;72.00;29.00;2.00;
 2151;72.00;29.00;3.00;
 2152;72.00;29.00;4.00;
 2153;72.00;29.00;5.00;
 2154;72.00;29.00;6.00;
 2155;72.00;29.00;7.00;
 2156;72.00;29.00;8.00;
 2157;72.00;29.00;9.00;
 2158;72.00;29.00;10.00;
 2159;72.00;29.00;11.00;
 2160;72.00;30.00;1.00;
 2161;72.00;30.00;2.00;
 2162;72.00;30.00;3.00;
 2163;72.00;30.00;4.00;
 2164;72.00;30.00;5.00;
 2165;72.00;30.00;6.00;
 2166;72.00;30.00;7.00;
 2167;72.00;30.00;8.00;
 2168;72.00;30.00;9.00;
 2169;72.00;30.00;10.00;
 2170;72.00;30.00;11.00;
 2171;72.00;31.00;1.00;
 2172;72.00;31.00;2.00;
 2173;72.00;31.00;3.00;
 2174;72.00;31.00;4.00;
 2175;72.00;31.00;5.00;
 2176;72.00;31.00;6.00;
 2177;72.00;31.00;7.00;
 2178;72.00;31.00;8.00;
 2179;72.00;31.00;9.00;
 2180;72.00;31.00;10.00;
 2181;72.00;31.00;11.00;
 2182;1.00;0.0;1.00;
 2183;2.00;0.0;1.00;
 2184;2.00;0.0;2.00;
 2185;1.00;0.0;2.00;
 2186;2.00;0.0;3.00;
 2187;1.00;0.0;3.00;
 2188;2.00;0.0;4.00;
 2189;1.00;0.0;4.00;
 2190;2.00;0.0;5.00;
 2191;1.00;0.0;5.00;
 2192;2.00;0.0;6.00;
 2193;1.00;0.0;6.00;
 2194;2.00;0.0;7.00;
 2195;1.00;0.0;7.00;
 2196;2.00;0.0;8.00;
 2197;1.00;0.0;8.00;
 2198;2.00;0.0;9.00;
 2199;1.00;0.0;9.00;
 2200;2.00;0.0;10.00;
 2201;1.00;0.0;10.00;
 2202;2.00;0.0;11.00;
 2203;1.00;0.0;11.00;
 2204;3.00;0.0;1.00;
 2205;3.00;0.0;2.00;
 2206;3.00;0.0;3.00;
 2207;3.00;0.0;4.00;
 2208;3.00;0.0;5.00;
 2209;3.00;0.0;6.00;
 2210;3.00;0.0;7.00;
 2211;3.00;0.0;8.00;
 2212;3.00;0.0;9.00;
 2213;3.00;0.0;10.00;
 2214;3.00;0.0;11.00;
 2215;4.00;0.0;1.00;
 2216;4.00;0.0;2.00;
 2217;4.00;0.0;3.00;
 2218;4.00;0.0;4.00;
 2219;4.00;0.0;5.00;
 2220;4.00;0.0;6.00;
 2221;4.00;0.0;7.00;
 2222;4.00;0.0;8.00;
 2223;4.00;0.0;9.00;
 2224;4.00;0.0;10.00;
 2225;4.00;0.0;11.00;
 2226;5.00;0.0;1.00;
 2227;5.00;0.0;2.00;
 2228;5.00;0.0;3.00;
 2229;5.00;0.0;4.00;
 2230;5.00;0.0;5.00;
 2231;5.00;0.0;6.00;
 2232;5.00;0.0;7.00;
 2233;5.00;0.0;8.00;
 2234;5.00;0.0;9.00;
 2235;5.00;0.0;10.00;
 2236;5.00;0.0;11.00;
 2237;6.00;0.0;1.00;
 2238;6.00;0.0;2.00;
 2239;6.00;0.0;3.00;
 2240;6.00;0.0;4.00;
 2241;6.00;0.0;5.00;
 2242;6.00;0.0;6.00;
 2243;6.00;0.0;7.00;
 2244;6.00;0.0;8.00;
 2245;6.00;0.0;9.00;
 2246;6.00;0.0;10.00;
 2247;6.00;0.0;11.00;
 2248;7.00;0.0;1.00;
 2249;7.00;0.0;2.00;
 2250;7.00;0.0;3.00;
 2251;7.00;0.0;4.00;
 2252;7.00;0.0;5.00;
 2253;7.00;0.0;6.00;
 2254;7.00;0.0;7.00;
 2255;7.00;0.0;8.00;
 2256;7.00;0.0;9.00;
 2257;7.00;0.0;10.00;
 2258;7.00;0.0;11.00;
 2259;8.00;0.0;1.00;
 2260;8.00;0.0;2.00;
 2261;8.00;0.0;3.00;
 2262;8.00;0.0;4.00;
 2263;8.00;0.0;5.00;
 2264;8.00;0.0;6.00;
 2265;8.00;0.0;7.00;
 2266;8.00;0.0;8.00;
 2267;8.00;0.0;9.00;
 2268;8.00;0.0;10.00;
 2269;8.00;0.0;11.00;
 2270;9.00;0.0;1.00;
 2271;9.00;0.0;2.00;
 2272;9.00;0.0;3.00;
 2273;9.00;0.0;4.00;
 2274;9.00;0.0;5.00;
 2275;9.00;0.0;6.00;
 2276;9.00;0.0;7.00;
 2277;9.00;0.0;8.00;
 2278;9.00;0.0;9.00;
 2279;9.00;0.0;10.00;
 2280;9.00;0.0;11.00;
 2281;10.00;0.0;1.00;
 2282;10.00;0.0;2.00;
 2283;10.00;0.0;3.00;
 2284;10.00;0.0;4.00;
 2285;10.00;0.0;5.00;
 2286;10.00;0.0;6.00;
 2287;10.00;0.0;7.00;
 2288;10.00;0.0;8.00;
 2289;10.00;0.0;9.00;
 2290;10.00;0.0;10.00;
 2291;10.00;0.0;11.00;
 2292;11.00;0.0;1.00;
 2293;11.00;0.0;2.00;
 2294;11.00;0.0;3.00;
 2295;11.00;0.0;4.00;
 2296;11.00;0.0;5.00;
 2297;11.00;0.0;6.00;
 2298;11.00;0.0;7.00;
 2299;11.00;0.0;8.00;
 2300;11.00;0.0;9.00;
 2301;11.00;0.0;10.00;
 2302;11.00;0.0;11.00;
 2303;12.00;0.0;1.00;
 2304;12.00;0.0;2.00;
 2305;12.00;0.0;3.00;
 2306;12.00;0.0;4.00;
 2307;12.00;0.0;5.00;
 2308;12.00;0.0;6.00;
 2309;12.00;0.0;7.00;
 2310;12.00;0.0;8.00;
 2311;12.00;0.0;9.00;
 2312;12.00;0.0;10.00;
 2313;12.00;0.0;11.00;
 2314;13.00;0.0;1.00;
 2315;13.00;0.0;2.00;
 2316;13.00;0.0;3.00;
 2317;13.00;0.0;4.00;
 2318;13.00;0.0;5.00;
 2319;13.00;0.0;6.00;
 2320;13.00;0.0;7.00;
 2321;13.00;0.0;8.00;
 2322;13.00;0.0;9.00;
 2323;13.00;0.0;10.00;
 2324;13.00;0.0;11.00;
 2325;14.00;0.0;1.00;
 2326;14.00;0.0;2.00;
 2327;14.00;0.0;3.00;
 2328;14.00;0.0;4.00;
 2329;14.00;0.0;5.00;
 2330;14.00;0.0;6.00;
 2331;14.00;0.0;7.00;
 2332;14.00;0.0;8.00;
 2333;14.00;0.0;9.00;
 2334;14.00;0.0;10.00;
 2335;14.00;0.0;11.00;
 2336;15.00;0.0;1.00;
 2337;15.00;0.0;2.00;
 2338;15.00;0.0;3.00;
 2339;15.00;0.0;4.00;
 2340;15.00;0.0;5.00;
 2341;15.00;0.0;6.00;
 2342;15.00;0.0;7.00;
 2343;15.00;0.0;8.00;
 2344;15.00;0.0;9.00;
 2345;15.00;0.0;10.00;
 2346;15.00;0.0;11.00;
 2347;16.00;0.0;1.00;
 2348;16.00;0.0;2.00;
 2349;16.00;0.0;3.00;
 2350;16.00;0.0;4.00;
 2351;16.00;0.0;5.00;
 2352;16.00;0.0;6.00;
 2353;16.00;0.0;7.00;
 2354;16.00;0.0;8.00;
 2355;16.00;0.0;9.00;
 2356;16.00;0.0;10.00;
 2357;16.00;0.0;11.00;
 2358;17.00;0.0;1.00;
 2359;17.00;0.0;2.00;
 2360;17.00;0.0;3.00;
 2361;17.00;0.0;4.00;
 2362;17.00;0.0;5.00;
 2363;17.00;0.0;6.00;
 2364;17.00;0.0;7.00;
 2365;17.00;0.0;8.00;
 2366;17.00;0.0;9.00;
 2367;17.00;0.0;10.00;
 2368;17.00;0.0;11.00;
 2369;18.00;0.0;1.00;
 2370;18.00;0.0;2.00;
 2371;18.00;0.0;3.00;
 2372;18.00;0.0;4.00;
 2373;18.00;0.0;5.00;
 2374;18.00;0.0;6.00;
 2375;18.00;0.0;7.00;
 2376;18.00;0.0;8.00;
 2377;18.00;0.0;9.00;
 2378;18.00;0.0;10.00;
 2379;18.00;0.0;11.00;
 2380;19.00;0.0;1.00;
 2381;19.00;0.0;2.00;
 2382;19.00;0.0;3.00;
 2383;19.00;0.0;4.00;
 2384;19.00;0.0;5.00;
 2385;19.00;0.0;6.00;
 2386;19.00;0.0;7.00;
 2387;19.00;0.0;8.00;
 2388;19.00;0.0;9.00;
 2389;19.00;0.0;10.00;
 2390;19.00;0.0;11.00;
 2391;20.00;0.0;1.00;
 2392;20.00;0.0;2.00;
 2393;20.00;0.0;3.00;
 2394;20.00;0.0;4.00;
 2395;20.00;0.0;5.00;
 2396;20.00;0.0;6.00;
 2397;20.00;0.0;7.00;
 2398;20.00;0.0;8.00;
 2399;20.00;0.0;9.00;
 2400;20.00;0.0;10.00;
 2401;20.00;0.0;11.00;
 2402;21.00;0.0;1.00;
 2403;21.00;0.0;2.00;
 2404;21.00;0.0;3.00;
 2405;21.00;0.0;4.00;
 2406;21.00;0.0;5.00;
 2407;21.00;0.0;6.00;
 2408;21.00;0.0;7.00;
 2409;21.00;0.0;8.00;
 2410;21.00;0.0;9.00;
 2411;21.00;0.0;10.00;
 2412;21.00;0.0;11.00;
 2413;22.00;0.0;1.00;
 2414;22.00;0.0;2.00;
 2415;22.00;0.0;3.00;
 2416;22.00;0.0;4.00;
 2417;22.00;0.0;5.00;
 2418;22.00;0.0;6.00;
 2419;22.00;0.0;7.00;
 2420;22.00;0.0;8.00;
 2421;22.00;0.0;9.00;
 2422;22.00;0.0;10.00;
 2423;22.00;0.0;11.00;
 2424;23.00;0.0;1.00;
 2425;23.00;0.0;2.00;
 2426;23.00;0.0;3.00;
 2427;23.00;0.0;4.00;
 2428;23.00;0.0;5.00;
 2429;23.00;0.0;6.00;
 2430;23.00;0.0;7.00;
 2431;23.00;0.0;8.00;
 2432;23.00;0.0;9.00;
 2433;23.00;0.0;10.00;
 2434;23.00;0.0;11.00;
 2435;24.00;0.0;1.00;
 2436;24.00;0.0;2.00;
 2437;24.00;0.0;3.00;
 2438;24.00;0.0;4.00;
 2439;24.00;0.0;5.00;
 2440;24.00;0.0;6.00;
 2441;24.00;0.0;7.00;
 2442;24.00;0.0;8.00;
 2443;24.00;0.0;9.00;
 2444;24.00;0.0;10.00;
 2445;24.00;0.0;11.00;
 2446;25.00;0.0;1.00;
 2447;25.00;0.0;2.00;
 2448;25.00;0.0;3.00;
 2449;25.00;0.0;4.00;
 2450;25.00;0.0;5.00;
 2451;25.00;0.0;6.00;
 2452;25.00;0.0;7.00;
 2453;25.00;0.0;8.00;
 2454;25.00;0.0;9.00;
 2455;25.00;0.0;10.00;
 2456;25.00;0.0;11.00;
 2457;26.00;0.0;1.00;
 2458;26.00;0.0;2.00;
 2459;26.00;0.0;3.00;
 2460;26.00;0.0;4.00;
 2461;26.00;0.0;5.00;
 2462;26.00;0.0;6.00;
 2463;26.00;0.0;7.00;
 2464;26.00;0.0;8.00;
 2465;26.00;0.0;9.00;
 2466;26.00;0.0;10.00;
 2467;26.00;0.0;11.00;
 2468;27.00;0.0;1.00;
 2469;27.00;0.0;2.00;
 2470;27.00;0.0;3.00;
 2471;27.00;0.0;4.00;
 2472;27.00;0.0;5.00;
 2473;27.00;0.0;6.00;
 2474;27.00;0.0;7.00;
 2475;27.00;0.0;8.00;
 2476;27.00;0.0;9.00;
 2477;27.00;0.0;10.00;
 2478;27.00;0.0;11.00;
 2479;28.00;0.0;1.00;
 2480;29.00;0.0;1.00;
 2481;29.00;0.0;2.00;
 2482;28.00;0.0;2.00;
 2483;29.00;0.0;3.00;
 2484;28.00;0.0;3.00;
 2485;29.00;0.0;4.00;
 2486;28.00;0.0;4.00;
 2487;29.00;0.0;5.00;
 2488;28.00;0.0;5.00;
 2489;29.00;0.0;6.00;
 2490;28.00;0.0;6.00;
 2491;29.00;0.0;7.00;
 2492;28.00;0.0;7.00;
 2493;29.00;0.0;8.00;
 2494;28.00;0.0;8.00;
 2495;29.00;0.0;9.00;
 2496;28.00;0.0;9.00;
 2497;29.00;0.0;10.00;
 2498;28.00;0.0;10.00;
 2499;29.00;0.0;11.00;
 2500;28.00;0.0;11.00;
 2501;30.00;0.0;1.00;
 2502;30.00;0.0;2.00;
 2503;30.00;0.0;3.00;
 2504;30.00;0.0;4.00;
 2505;30.00;0.0;5.00;
 2506;30.00;0.0;6.00;
 2507;30.00;0.0;7.00;
 2508;30.00;0.0;8.00;
 2509;30.00;0.0;9.00;
 2510;30.00;0.0;10.00;
 2511;30.00;0.0;11.00;
 2512;31.00;0.0;1.00;
 2513;31.00;0.0;2.00;
 2514;31.00;0.0;3.00;
 2515;31.00;0.0;4.00;
 2516;31.00;0.0;5.00;
 2517;31.00;0.0;6.00;
 2518;31.00;0.0;7.00;
 2519;31.00;0.0;8.00;
 2520;31.00;0.0;9.00;
 2521;31.00;0.0;10.00;
 2522;31.00;0.0;11.00;
 2523;32.00;0.0;1.00;
 2524;32.00;0.0;2.00;
 2525;32.00;0.0;3.00;
 2526;32.00;0.0;4.00;
 2527;32.00;0.0;5.00;
 2528;32.00;0.0;6.00;
 2529;32.00;0.0;7.00;
 2530;32.00;0.0;8.00;
 2531;32.00;0.0;9.00;
 2532;32.00;0.0;10.00;
 2533;32.00;0.0;11.00;
 2534;33.00;0.0;1.00;
 2535;33.00;0.0;2.00;
 2536;33.00;0.0;3.00;
 2537;33.00;0.0;4.00;
 2538;33.00;0.0;5.00;
 2539;33.00;0.0;6.00;
 2540;33.00;0.0;7.00;
 2541;33.00;0.0;8.00;
 2542;33.00;0.0;9.00;
 2543;33.00;0.0;10.00;
 2544;33.00;0.0;11.00;
